,C. sp X1,C. sp X2,C. sp X3,C. sp X4,C. sp X5,C. sp X6,C. sp X7,C. sp X8,C. sp X9,descriptions
PF13289,0,0,1,0,1,0,0,2,2,SIR2-like domain
PF13290,0,0,0,0,2,0,1,1,0,Chitobiase/beta-hexosaminidase C-terminal domain
PF13291,0,3,6,0,6,0,0,3,4,ACT domain
PF13292,0,4,4,1,10,0,1,5,5,1-deoxy-D-xylulose-5-phosphate synthase
PF13298,0,5,2,0,1,0,0,0,0,DNA polymerase Ligase (LigD)
PF13299,1,1,1,1,1,1,1,1,1,Cleavage and polyadenylation factor 2 C-terminal
PF13300,1,1,1,1,1,1,1,1,1,Domain of unknown function (DUF4078)
PF13302,3,45,36,3,50,3,9,14,18,Acetyltransferase (GNAT) domain
PF13304,1,3,1,2,1,1,3,2,5,"AAA domain, putative AbiEii toxin, Type IV TA system"
PF13305,0,11,12,0,15,0,1,2,16,"Tetracyclin repressor-like, C-terminal domain"
PF13306,0,1,0,0,0,0,0,0,0,BspA type Leucine rich repeat region (6 copies)
PF13307,2,4,7,2,7,2,3,6,5,Helicase C-terminal domain
PF13312,0,2,1,0,0,0,0,0,2,Domain of unknown function (DUF4081)
PF13318,0,0,0,0,0,0,0,1,0,Protein of unknown function (DUF4089)
PF13320,0,0,0,0,0,0,0,0,1,Domain of unknown function (DUF4091)
PF13323,1,1,1,1,0,1,0,0,1,N-terminal domain with HPIH motif
PF13324,1,1,1,1,1,1,1,1,1,Grap2 and cyclin-D-interacting
PF13328,0,4,9,0,10,0,0,3,3,HD domain
PF13329,1,1,1,1,1,1,1,1,1,Autophagy-related protein 2 CAD motif
PF13333,0,1,3,0,1,0,0,1,0,Integrase core domain
PF13335,0,3,4,0,4,0,1,3,2,"Magnesium chelatase, subunit ChlI C-terminal"
PF13336,0,0,0,0,1,0,0,0,0,Acetyl-CoA hydrolase/transferase C-terminal domain
PF13337,0,0,0,0,0,0,0,0,2,Putative ATP-dependent Lon protease
PF13338,0,1,1,0,0,0,0,0,2,"Transcriptional regulator, AbiEi antitoxin"
PF13339,1,1,1,1,1,1,1,1,1,Apoptosis antagonizing transcription factor
PF13340,0,0,5,0,31,0,4,8,1,Putative transposase of IS4/5 family (DUF4096)
PF13342,0,2,2,0,0,0,0,0,0,C-terminal repeat of topoisomerase
PF13343,0,5,9,0,31,0,0,6,9,Bacterial extracellular solute-binding protein
PF13344,2,8,8,3,8,3,2,2,3,Haloacid dehalogenase-like hydrolase
PF13346,0,0,0,0,0,0,0,1,0,ABC-2 family transporter protein
PF13347,2,5,6,1,6,1,3,5,4,MFS/sugar transport protein
PF13349,0,1,2,1,0,0,0,0,0,Putative adhesin
PF13350,0,2,3,2,1,0,0,1,2,Tyrosine phosphatase family
PF13353,1,5,3,1,16,1,4,5,3,4Fe-4S single cluster domain
PF13354,0,9,16,0,24,0,3,12,4,Beta-lactamase enzyme family
PF13355,0,0,0,0,0,0,0,0,1,Protein of unknown function (DUF4101)
PF13356,0,0,4,0,29,0,5,3,0,Arm DNA-binding domain
PF13358,0,6,4,0,9,0,1,2,3,DDE superfamily endonuclease
PF13359,0,0,0,0,0,0,0,0,1,DDE superfamily endonuclease
PF13360,3,5,5,1,15,1,5,8,3,PQQ-like domain
PF13361,1,9,6,1,6,1,3,3,3,UvrD-like helicase C-terminal domain
PF13362,0,1,3,0,10,0,3,2,1,Toprim domain
PF13364,0,1,0,0,0,0,0,0,0,Beta-galactosidase jelly roll domain
PF13365,1,15,25,1,50,1,4,9,15,Trypsin-like peptidase domain
PF13367,1,3,2,0,1,0,1,0,2,PrsW family intramembrane metalloprotease
PF13368,0,2,4,0,9,0,1,2,3,Topoisomerase C-terminal repeat
PF13369,1,1,3,1,6,1,2,4,2,Transglutaminase-like superfamily
PF13370,0,0,2,0,0,0,0,0,0,4Fe-4S single cluster domain of Ferredoxin I
PF13371,0,0,2,0,10,0,0,1,1,Tetratricopeptide repeat
PF13372,0,0,1,0,1,0,0,3,0,Alginate export 
PF13373,1,1,1,1,1,1,1,1,1,DUF2407 C-terminal domain
PF13374,15,20,16,17,28,12,16,13,26,Tetratricopeptide repeat
PF13376,1,3,6,1,2,1,1,1,7,"Bacteriocin-protection, YdeI or OmpD-Associated"
PF13377,0,49,39,0,23,0,4,2,33,Periplasmic binding protein-like domain
PF13378,2,18,25,2,35,2,5,17,13,Enolase C-terminal domain-like
PF13379,0,1,9,0,39,0,0,3,11,NMT1-like family
PF13380,1,6,14,1,20,1,2,4,4,CoA binding domain
PF13382,0,1,0,0,1,0,0,0,0,Adenine deaminase C-terminal domain
PF13384,1,10,11,2,14,1,2,5,10,Homeodomain-like domain
PF13385,2,7,5,1,4,1,0,3,3,Concanavalin A-like lectin/glucanases superfamily
PF13386,0,2,1,0,1,0,2,0,0,Cytochrome C biogenesis protein transmembrane region 
PF13391,3,8,8,6,6,7,9,6,6,HNH endonuclease
PF13392,0,1,0,0,3,0,0,0,0,HNH endonuclease
PF13393,2,6,7,2,13,2,4,6,5,Histidyl-tRNA synthetase
PF13394,0,4,2,0,10,1,1,1,3,4Fe-4S single cluster domain
PF13395,0,4,3,0,3,0,1,1,1,HNH endonuclease
PF13396,0,3,4,0,1,0,0,0,5,Phospholipase_D-nuclease N-terminal
PF13397,0,3,2,0,0,0,0,0,3,RNA polymerase-binding protein
PF13398,0,0,0,0,1,0,0,0,0,Peptidase M50B-like
PF13399,0,6,2,0,2,0,0,0,3,LytR cell envelope-related transcriptional attenuator
PF13400,0,3,1,0,8,0,1,2,2,Putative Flp pilus-assembly TadE/G-like
PF13401,7,10,10,4,16,6,7,12,9,AAA domain
PF13403,0,0,0,0,6,0,0,0,0,Hint domain
PF13404,0,10,11,0,19,0,4,3,3,AsnC-type helix-turn-helix domain
PF13405,6,7,6,7,7,5,7,4,6,EF-hand domain
PF13406,0,0,1,0,8,0,1,3,0,Transglycosylase SLT domain
PF13407,0,41,56,0,46,0,2,1,36,Periplasmic binding protein domain
PF13408,0,3,6,1,21,0,3,1,4,Recombinase zinc beta ribbon domain
PF13409,13,17,41,12,97,9,27,41,25,"Glutathione S-transferase, N-terminal domain"
PF13410,9,17,27,7,51,6,12,18,17,"Glutathione S-transferase, C-terminal domain"
PF13411,0,36,18,0,16,0,2,8,16,MerR HTH family regulatory protein
PF13412,0,17,33,0,30,0,4,6,12,Winged helix-turn-helix DNA-binding
PF13413,0,3,6,0,4,0,1,3,1,Helix-turn-helix domain
PF13414,4,4,7,5,23,5,5,5,18,TPR repeat
PF13415,4,8,4,5,6,5,6,5,7,"Galactose oxidase, central domain"
PF13416,0,54,51,0,93,0,1,11,57,Bacterial extracellular solute-binding protein
PF13417,14,12,39,13,107,12,27,45,19,"Glutathione S-transferase, N-terminal domain"
PF13418,6,8,7,5,6,5,6,6,7,"Galactose oxidase, central domain"
PF13419,9,37,37,9,51,8,16,21,30,Haloacid dehalogenase-like hydrolase
PF13420,0,4,9,0,7,0,1,2,3,Acetyltransferase (GNAT) domain
PF13422,1,1,1,1,1,1,1,1,1,Domain of unknown function (DUF4110)
PF13423,11,11,9,10,11,9,10,9,9,Ubiquitin carboxyl-terminal hydrolase
PF13424,17,17,21,18,27,10,15,18,29,Tetratricopeptide repeat
PF13426,8,21,57,7,154,7,18,36,48,PAS domain
PF13427,0,0,0,0,0,0,0,0,1,Domain of unknown function (DUF4111)
PF13428,2,3,5,2,17,3,2,4,4,Tetratricopeptide repeat
PF13429,0,0,0,0,1,0,0,0,0,Tetratricopeptide repeat
PF13430,1,1,2,1,7,1,2,4,1,Domain of unknown function (DUF4112)
PF13431,0,0,1,0,7,0,0,0,8,Tetratricopeptide repeat
PF13432,12,13,29,11,58,12,13,24,30,Tetratricopeptide repeat
PF13433,0,4,15,0,81,0,0,8,5,Periplasmic binding protein domain
PF13434,2,2,3,1,4,1,1,3,2,L-lysine 6-monooxygenase (NADPH-requiring)
PF13436,0,0,0,0,3,0,0,0,0,Glycine-zipper domain
PF13437,0,0,21,0,81,0,8,26,25,HlyD family secretion protein
PF13438,0,0,2,0,10,0,0,2,0,Domain of unknown function (DUF4113)
PF13439,2,40,70,1,95,2,10,36,43,Glycosyltransferase Family 4
PF13440,0,8,17,0,24,0,3,13,10,Polysaccharide biosynthesis protein
PF13441,0,0,0,0,2,0,0,1,0,YMGG-like Gly-zipper
PF13442,1,7,6,1,21,1,1,4,4,"Cytochrome C oxidase, cbb3-type, subunit III "
PF13443,0,12,8,0,8,0,2,3,6,Cro/C1-type HTH DNA-binding domain
PF13444,0,1,2,0,10,0,0,1,0,Acetyltransferase (GNAT) domain
PF13445,12,15,13,10,14,13,12,12,14,RING-type zinc-finger
PF13446,1,1,1,1,1,1,1,1,1,A repeated domain in UCH-protein
PF13449,1,4,7,1,17,1,3,7,4,Esterase-like activity of phytase
PF13450,32,63,87,25,135,23,42,51,46,NAD(P)-binding Rossmann-like domain
PF13452,2,7,10,2,20,1,1,4,5,N-terminal half of MaoC dehydratase
PF13453,0,1,1,0,2,0,0,1,1,Transcription factor zinc-finger
PF13454,1,3,4,2,4,0,3,4,1,FAD-NAD(P)-binding
PF13455,2,4,3,2,2,2,2,2,3,Meiotically up-regulated gene 113
PF13456,0,2,2,0,0,0,0,1,2,Reverse transcriptase-like
PF13458,0,8,29,0,119,0,1,16,8,Periplasmic binding protein
PF13459,0,0,2,0,0,0,0,0,0,4Fe-4S single cluster domain
PF13460,23,91,116,19,144,16,44,62,64,NAD(P)H-binding 
PF13462,1,8,14,1,14,1,4,7,4,Thioredoxin
PF13463,0,25,20,0,24,0,5,8,13,Winged helix DNA-binding domain
PF13464,0,0,2,0,3,0,1,3,0,Domain of unknown function (DUF4115)
PF13466,0,12,13,0,3,0,0,4,3,STAS domain
PF13467,0,0,1,0,7,0,0,0,0,Ribbon-helix-helix domain
PF13468,0,5,2,0,5,0,0,3,1,Glyoxalase-like domain
PF13469,1,3,11,1,3,0,3,1,0,Sulfotransferase family
PF13470,0,1,6,0,14,0,1,2,2,PIN domain
PF13471,0,0,0,0,1,0,0,0,0,Transglutaminase-like superfamily
PF13472,10,26,22,9,36,11,13,14,22,GDSL-like Lipase/Acylhydrolase family
PF13473,0,3,0,0,1,0,0,0,1,Cupredoxin-like domain
PF13474,0,2,3,0,9,0,2,1,1,SnoaL-like domain
PF13476,5,9,13,6,12,6,6,7,11,AAA domain
PF13477,0,7,9,0,11,0,0,4,7,Glycosyl transferase 4-like
PF13478,0,2,6,0,9,0,4,3,4,XdhC Rossmann domain
PF13479,0,0,0,0,2,1,1,0,0,AAA domain
PF13480,0,5,12,0,16,0,3,11,1,Acetyltransferase (GNAT) domain
PF13481,2,12,13,1,28,2,8,13,10,AAA domain
PF13482,0,2,2,0,1,0,0,0,3,RNase_H superfamily
PF13483,2,6,14,1,17,4,5,11,7,Beta-lactamase superfamily domain
PF13484,0,2,4,0,6,0,1,2,0,4Fe-4S double cluster binding domain
PF13487,0,16,18,0,2,0,0,0,3,HD domain
PF13488,0,0,0,0,4,0,2,1,1,Glycine zipper
PF13489,50,102,122,49,170,40,51,78,82,Methyltransferase domain
PF13490,0,8,2,0,0,0,0,0,3,Putative zinc-finger
PF13491,0,2,3,0,6,0,1,2,0,4TM region of DNA translocase FtsK/SpoIIIE
PF13492,0,6,18,0,19,0,2,2,12,GAF domain
PF13493,0,5,6,0,9,0,1,5,2,Domain of unknown function (DUF4118)
PF13495,0,1,4,0,4,0,1,0,0,"Phage integrase, N-terminal SAM-like domain"
PF13499,9,8,8,7,9,8,8,9,8,EF-hand domain pair
PF13500,0,3,4,0,8,0,2,4,4,AAA domain
PF13501,0,0,2,0,10,0,0,2,0,Sulfur oxidation protein SoxY
PF13502,0,0,3,0,17,0,0,2,0,AsmA-like C-terminal region
PF13505,0,0,8,0,18,0,3,4,0,Outer membrane protein beta-barrel domain
PF13506,6,25,26,7,48,6,6,16,26,Glycosyl transferase family 21
PF13507,2,6,5,1,7,1,2,3,4,CobB/CobQ-like glutamine amidotransferase domain
PF13508,18,33,45,13,66,12,18,28,37,Acetyltransferase (GNAT) domain
PF13510,1,5,5,1,17,1,3,5,2,2Fe-2S iron-sulfur cluster binding domain
PF13512,0,0,2,0,6,0,1,3,0,Tetratricopeptide repeat
PF13513,7,6,7,7,7,6,8,7,7,HEAT-like repeat
PF13514,0,0,2,0,1,0,1,0,2,AAA domain
PF13515,1,4,5,1,2,1,1,1,2,Fusaric acid resistance protein-like
PF13516,6,5,6,5,5,6,6,6,6,Leucine Rich repeat
PF13517,3,4,4,2,6,3,2,5,5,"Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella"
PF13518,0,10,7,1,10,0,0,2,1,Helix-turn-helix domain
PF13519,3,9,10,3,12,3,4,3,7,von Willebrand factor type A domain
PF13520,37,45,62,34,46,34,33,42,58,Amino acid permease
PF13521,0,0,0,0,3,0,1,2,1,AAA domain
PF13522,7,16,24,6,29,7,9,19,17,Glutamine amidotransferase domain
PF13523,1,4,3,1,2,1,1,1,1,Acetyltransferase (GNAT) domain
PF13524,0,26,52,1,86,0,9,35,34,Glycosyl transferases group 1
PF13525,0,0,2,0,6,0,1,3,0,Outer membrane lipoprotein
PF13527,0,6,5,1,5,1,2,2,4,Acetyltransferase (GNAT) domain
PF13529,0,1,0,0,0,0,0,0,0,Peptidase_C39 like family
PF13530,0,3,3,0,0,0,0,0,2,Sterol carrier protein domain
PF13531,0,9,12,0,44,0,2,11,11,Bacterial extracellular solute-binding protein
PF13532,7,9,6,7,9,6,7,6,5,2OG-Fe(II) oxygenase superfamily
PF13533,1,4,27,1,85,1,10,21,25,Biotin-lipoyl like
PF13534,1,11,13,1,19,1,1,8,5,4Fe-4S dicluster domain
PF13535,0,1,0,0,0,0,0,0,0,ATP-grasp domain
PF13537,5,14,21,4,29,5,7,18,15,Glutamine amidotransferase domain
PF13538,1,10,8,1,22,1,4,5,8,UvrD-like helicase C-terminal domain
PF13539,0,2,0,0,1,0,0,0,0,D-alanyl-D-alanine carboxypeptidase
PF13540,5,5,5,6,5,5,5,5,5,Regulator of chromosome condensation (RCC1) repeat
PF13541,1,5,12,1,16,1,4,10,4,Subunit ChlI of Mg-chelatase
PF13545,0,5,26,0,75,0,7,24,2,Crp-like helix-turn-helix domain
PF13546,0,2,13,0,21,0,8,3,3,DDE superfamily endonuclease
PF13547,0,0,0,0,1,0,0,0,0,GTA TIM-barrel-like domain
PF13548,0,1,1,0,0,0,0,0,0,Domain of unknown function (DUF4126)
PF13549,0,8,14,1,22,1,1,8,3,ATP-grasp domain
PF13550,0,0,1,0,2,0,1,2,0,Putative phage tail protein
PF13551,0,7,6,1,6,0,0,2,1,Winged helix-turn helix
PF13555,1,2,1,1,2,1,0,0,1,P-loop containing region of AAA domain
PF13556,0,12,15,0,0,0,1,0,3,PucR C-terminal helix-turn-helix domain
PF13557,0,0,4,0,2,0,3,4,0,Putative MetA-pathway of phenol degradation
PF13558,0,3,1,0,1,0,0,0,2,"Putative exonuclease SbcCD, C subunit"
PF13559,0,3,1,0,0,0,0,0,1,Domain of unknown function (DUF4129)
PF13560,0,54,51,0,66,0,11,19,26,Helix-turn-helix domain
PF13561,89,256,357,71,469,70,158,212,219,Enoyl-(Acyl carrier protein) reductase
PF13563,1,5,7,1,14,0,3,8,3,2'-5' RNA ligase superfamily
PF13564,0,0,5,0,7,0,1,1,0,DoxX-like family
PF13565,0,12,5,1,5,0,0,3,0,Homeodomain-like domain
PF13566,0,0,2,0,6,0,1,2,0,Domain of unknown function (DUF4130
PF13567,0,0,4,0,6,0,1,2,0,Domain of unknown function (DUF4131)
PF13569,0,0,0,0,3,0,0,0,0,Domain of unknown function (DUF4132)
PF13570,1,3,2,0,17,0,2,4,2,PQQ-like domain
PF13574,1,1,1,1,1,1,1,1,1,Metallo-peptidase family M12B Reprolysin-like
PF13575,0,1,0,0,0,0,0,0,0,Domain of unknown function (DUF4135)
PF13576,0,1,0,0,1,0,0,0,3,Pentapeptide repeats (9 copies)
PF13577,5,11,9,3,12,3,9,8,8,SnoaL-like domain
PF13578,3,13,9,4,13,3,2,5,8,Methyltransferase domain
PF13579,2,24,43,1,54,2,6,22,24,Glycosyl transferase 4-like domain
PF13580,0,4,3,0,4,0,0,1,3,SIS domain
PF13581,0,12,18,0,23,0,1,0,14,Histidine kinase-like ATPase domain
PF13582,1,2,1,1,2,1,1,2,2,Metallo-peptidase family M12B Reprolysin-like
PF13583,1,2,1,1,1,1,1,1,2,Metallo-peptidase family M12B Reprolysin-like
PF13586,0,0,2,0,13,0,4,4,1,Transposase DDE domain
PF13588,0,0,2,0,5,0,0,1,1,Type I restriction enzyme R protein N terminus (HSDR_N)
PF13589,4,6,8,4,15,4,4,6,5,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
PF13590,0,0,1,0,1,0,0,3,0,Domain of unknown function (DUF4136)
PF13591,0,1,1,0,1,0,0,0,0,MerR HTH family regulatory protein
PF13592,0,0,0,1,0,0,0,0,0,Winged helix-turn helix
PF13593,0,1,0,0,0,0,0,1,0,SBF-like CPA transporter family (DUF4137)
PF13596,0,0,0,0,4,0,0,0,0,PAS domain
PF13598,1,1,1,1,1,1,1,1,1,Domain of unknown function (DUF4139)
PF13599,0,3,1,0,8,0,0,0,11,Pentapeptide repeats (9 copies)
PF13600,1,1,1,1,1,1,1,1,1,N-terminal domain of unknown function (DUF4140)
PF13601,0,1,0,0,0,0,0,0,0,Winged helix DNA-binding domain
PF13602,25,53,90,19,87,18,27,41,54,Zinc-binding dehydrogenase
PF13603,0,4,4,0,7,0,1,2,3,"Leucyl-tRNA synthetase, Domain 2"
PF13604,4,14,15,5,52,3,9,12,10,AAA domain
PF13606,46,56,42,47,53,43,50,64,45,Ankyrin repeat
PF13607,2,9,16,2,22,2,3,9,7,Succinyl-CoA ligase like flavodoxin domain
PF13609,0,0,0,0,5,0,0,1,0,Gram-negative porin
PF13610,0,0,3,0,10,0,0,3,1,DDE domain
PF13614,1,22,22,1,38,1,7,12,20,AAA domain
PF13616,2,4,7,2,13,2,3,5,2,PPIC-type PPIASE domain
PF13617,0,0,1,0,0,0,1,1,0,YnbE-like lipoprotein
PF13618,0,2,3,0,3,0,0,1,0,Gluconate 2-dehydrogenase subunit 3
PF13619,0,1,1,0,0,0,0,2,0,KTSC domain
PF13620,0,3,1,0,6,0,1,5,1,Carboxypeptidase regulatory-like domain
PF13621,4,4,6,4,8,4,7,7,4,Cupin-like domain
PF13622,2,6,4,2,3,2,4,2,2,Thioesterase-like superfamily
PF13623,0,1,3,0,6,0,1,4,0,SurA N-terminal domain
PF13624,0,3,7,0,12,0,2,8,0,SurA N-terminal domain
PF13625,1,3,2,1,2,1,1,1,6,Helicase conserved C-terminal domain
PF13628,0,1,7,0,12,0,4,7,2,Domain of unknown function (DUF4142)
PF13629,0,0,3,0,8,0,2,3,0,Pilus formation protein N terminal region
PF13631,0,6,6,0,7,0,1,3,3,Cytochrome b(N-terminal)/b6/petB
PF13632,13,28,34,14,45,14,15,28,33,Glycosyl transferase family group 2
PF13634,3,2,3,3,3,3,3,3,3,Nucleoporin FG repeat region
PF13635,0,0,2,0,1,0,0,0,1,Domain of unknown function (DUF4143)
PF13637,67,81,69,65,70,51,63,85,64,Ankyrin repeats (many copies)
PF13638,1,3,1,1,1,1,1,1,1,PIN domain
PF13639,20,24,24,22,25,24,24,22,24,Ring finger domain
PF13640,5,4,9,2,20,2,7,11,4,2OG-Fe(II) oxygenase superfamily
PF13641,13,52,70,14,116,12,17,44,62,Glycosyltransferase like family 2
PF13643,0,0,1,0,5,0,0,0,2,Domain of unknown function (DUF4145)
PF13645,0,0,1,0,1,0,2,3,0,"L,D-transpeptidase catalytic domain"
PF13646,8,10,12,8,14,7,8,9,17,HEAT repeats
PF13649,61,145,157,59,215,48,70,117,114,Methyltransferase domain
PF13650,2,2,5,1,12,2,6,10,2,Aspartyl protease
PF13651,0,1,0,0,0,0,0,0,0,Adenine-specific methyltransferase EcoRI
PF13653,0,3,1,0,0,0,0,0,0,Glycerophosphoryl diester phosphodiesterase family
PF13655,0,0,0,0,1,0,0,0,2,N-terminal domain of reverse transcriptase
PF13656,2,2,2,2,2,2,2,2,2,RNA polymerase Rpb3/Rpb11 dimerisation domain
PF13657,0,3,1,0,1,0,0,0,1,HipA N-terminal domain
PF13660,0,0,2,0,7,0,0,1,0,Domain of unknown function (DUF4147)
PF13661,1,1,2,0,4,1,1,1,1,2OG-Fe(II) oxygenase superfamily
PF13662,0,9,8,0,12,0,2,6,6,Toprim domain
PF13664,1,1,1,1,4,0,1,2,1,Domain of unknown function (DUF4149)
PF13667,0,0,1,0,5,0,1,3,0,ThiC-associated domain 
PF13668,5,15,23,4,13,5,9,9,11,Ferritin-like domain
PF13669,1,15,18,2,19,2,7,11,5,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF13670,0,1,1,0,4,0,0,0,0,Peptidase propeptide and YPEB domain
PF13671,3,22,17,4,17,2,5,7,10,AAA domain
PF13672,1,9,5,1,6,1,1,2,7,Protein phosphatase 2C
PF13673,11,37,54,8,67,8,19,32,33,Acetyltransferase (GNAT) domain
PF13676,0,2,1,0,9,0,1,3,3,TIR domain
PF13677,0,1,3,0,5,0,1,3,2,Membrane MotB of proton-channel complex MotA/MotB 
PF13679,1,1,2,1,1,1,1,1,3,Methyltransferase domain
PF13683,0,7,9,0,16,0,1,5,1,Integrase core domain
PF13684,0,1,2,0,0,0,0,0,0,Dihydroxyacetone kinase family
PF13685,2,7,12,4,15,3,4,7,9,Iron-containing alcohol dehydrogenase
PF13688,2,1,2,1,2,2,1,1,2,Metallo-peptidase family M12
PF13690,0,0,1,0,0,0,0,0,2,Chemotaxis phosphatase CheX
PF13691,1,1,1,1,1,1,1,1,1,tRNase Z endonuclease
PF13692,3,59,106,3,200,3,23,63,74,Glycosyl transferases group 1
PF13695,0,1,1,1,0,0,0,1,0,Zinc-binding domain
PF13696,0,1,0,1,1,1,1,0,1,Zinc knuckle
PF13700,0,0,0,0,1,0,0,0,0,Domain of unknown function (DUF4158)
PF13701,0,1,1,0,0,0,0,0,0,Transposase DDE domain group 1
PF13704,0,0,3,0,10,0,0,1,4,Glycosyl transferase family 2
PF13709,0,0,0,0,7,0,0,1,0,Domain of unknown function (DUF4159)
PF13710,1,4,2,1,6,1,2,4,4,ACT domain
PF13711,0,1,2,0,7,0,2,2,0,Domain of unknown function (DUF4160)
PF13712,0,0,1,0,1,0,0,0,0,Glycosyltransferase like family
PF13714,3,8,12,2,23,2,4,8,8,Phosphoenolpyruvate phosphomutase
PF13715,0,1,0,0,4,0,0,1,1,CarboxypepD_reg-like domain
PF13716,2,1,1,2,2,2,1,2,2,Divergent CRAL/TRIO domain
PF13717,0,0,2,0,1,0,0,3,0,zinc-ribbon domain
PF13718,1,1,1,1,1,1,1,1,1,GNAT acetyltransferase 2
PF13720,0,0,0,0,5,0,0,1,1,Udp N-acetylglucosamine O-acyltransferase; Domain 2
PF13722,0,2,3,0,1,0,0,0,2,5TM C-terminal transporter carbon starvation CstA
PF13723,0,0,0,0,4,0,0,0,0,"Beta-ketoacyl synthase, N-terminal domain"
PF13725,1,1,1,1,1,1,1,1,1,Possible tRNA binding domain
PF13727,0,9,11,0,8,0,0,4,4,CoA-binding domain
PF13728,0,0,2,0,1,0,1,0,0,F plasmid transfer operon protein
PF13730,0,1,0,0,0,0,0,0,0,Helix-turn-helix domain
PF13731,0,2,0,0,0,0,0,0,0,WxL domain surface cell wall-binding
PF13732,0,6,6,0,0,0,0,0,0,Domain of unknown function (DUF4162)
PF13735,0,2,0,0,1,0,0,0,1,tRNA nucleotidyltransferase domain 2 putative
PF13737,0,0,3,0,10,0,0,1,0,Transposase DDE domain
PF13738,5,33,30,7,65,4,15,20,14,Pyridine nucleotide-disulphide oxidoreductase
PF13740,0,1,1,0,0,0,0,0,3,ACT domain
PF13741,1,1,1,1,1,1,1,1,1,Mitochondrial ribosomal protein S25
PF13742,0,4,3,0,4,0,1,2,2,OB-fold nucleic acid binding domain
PF13743,0,0,2,0,0,0,0,0,0,Thioredoxin
PF13744,0,1,4,0,10,0,4,6,1,Helix-turn-helix domain
PF13749,0,5,3,0,2,0,0,0,1,Putative ATP-dependent DNA helicase recG C-terminal
PF13751,0,0,5,0,32,0,1,11,0,Transposase DDE domain
PF13755,0,0,2,0,2,0,1,3,0,Sensor N-terminal transmembrane domain
PF13756,0,0,1,0,3,0,0,1,0,Stimulus-sensing domain
PF13757,1,1,1,1,1,1,1,1,1,Vault protein inter-alpha-trypsin domain
PF13758,1,1,1,1,1,1,1,1,1,Prefoldin subunit
PF13759,0,0,1,0,1,0,0,0,0,Putative 2OG-Fe(II) oxygenase
PF13761,0,1,0,0,5,0,0,0,0,Domain of unknown function (DUF4166)
PF13763,0,0,1,0,6,0,1,3,0,Domain of unknown function (DUF4167)
PF13768,2,3,2,2,3,2,2,2,4,von Willebrand factor type A domain
PF13769,0,0,0,0,2,0,0,0,0,Virulence factor
PF13770,0,0,0,0,0,0,0,1,0,Domain of unknown function (DUF4169)
PF13771,3,3,3,3,3,3,3,3,3,PHD-like zinc-binding domain
PF13772,0,0,1,0,0,0,0,0,2,AIG2-like family
PF13773,0,0,0,0,2,0,1,1,0,Domain of unknown function (DUF4170)
PF13774,3,3,3,3,3,3,3,3,4,Regulated-SNARE-like domain
PF13776,0,0,0,0,3,0,0,0,0,Domain of unknown function (DUF4172)
PF13777,0,1,2,0,0,0,0,0,1,Domain of unknown function (DUF4173)
PF13778,0,0,1,0,2,0,0,0,0,Domain of unknown function (DUF4174)
PF13779,0,0,1,0,5,0,0,1,0,Domain of unknown function (DUF4175)
PF13781,0,0,0,0,0,0,0,1,0,DoxX-like family
PF13784,0,1,3,0,1,0,0,0,0,Fic/DOC family N-terminal
PF13785,0,1,0,0,0,0,0,0,0,Domain of unknown function (DUF4178)
PF13787,0,0,0,0,2,0,0,0,2,Protein of unknown function with HXXEE motif
PF13793,3,8,8,3,9,3,4,7,6,N-terminal domain of ribose phosphate pyrophosphokinase
PF13794,0,2,1,0,0,0,0,0,1,tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)-like
PF13795,0,0,0,0,3,0,0,0,0,HupE / UreJ protein
PF13796,0,2,4,0,0,0,0,0,1,Putative sensor
PF13801,0,0,0,0,5,0,0,0,0,Heavy-metal resistance
PF13802,1,1,2,1,3,1,1,1,2,Galactose mutarotase-like
PF13805,2,2,2,2,2,2,2,2,2,Eisosome component PIL1
PF13806,1,10,5,1,3,1,1,1,4,Rieske-like [2Fe-2S] domain
PF13807,0,1,2,0,8,0,1,4,4,G-rich domain on putative tyrosine kinase
PF13808,0,0,3,0,2,0,2,0,0,DDE_Tnp_1-associated
PF13809,0,0,0,0,1,0,0,0,2,Tubulin like
PF13810,0,1,0,0,0,0,0,0,0,Domain of unknown function (DUF4185)
PF13811,0,0,0,0,1,0,0,0,0,Domain of unknown function (DUF4186)
PF13812,6,5,6,5,6,5,5,6,5,Pentatricopeptide repeat domain
PF13813,5,7,6,6,6,4,5,9,4,Membrane bound O-acyl transferase family
PF13814,0,0,1,0,0,0,0,0,0,Replication-relaxation
PF13817,0,0,1,0,2,0,0,0,0,IS66 C-terminal element
PF13821,2,2,2,2,2,2,2,2,2,Domain of unknown function (DUF4187)
PF13822,0,1,0,0,0,0,0,0,0,Acyl-CoA carboxylase epsilon subunit
PF13823,0,6,8,0,17,0,1,2,7,Alcohol dehydrogenase GroES-associated
PF13824,1,1,1,1,1,1,1,1,1,Zinc-finger of mitochondrial splicing suppressor 51
PF13826,1,1,2,1,1,0,1,1,1,Domain of unknown function (DUF4188)
PF13828,0,2,1,0,0,0,0,0,2,Domain of unknown function (DUF4190)
